マップデータ				
string Node Prefix	int サイズ.values	int マップ位置.values	string 種別	int 番号
		14		
自由都市方面支援.データ.００３２		26	道（─）	
		11		
自由都市方面支援.データ.００３３		26	道（─）	
		14		
自由都市方面支援.データ.００３４		27	道（─）	
		11		
自由都市方面支援.データ.００３５		27	道（─）	
		14		
自由都市方面支援.データ.００３６		28	道（┐）	32
		11		
自由都市方面支援.データ.００３７		28	道（│）	
		12		
自由都市方面支援.データ.００３８		28	道（├）	
		13		
自由都市方面支援.データ.００３９		28	道（┘）	
		14		
自由都市方面支援.データ.００４０		29	道（─）	
		13		
自由都市方面支援.データ.００４１		30	箱	50
		13		
自由都市方面支援.データ.００４２		31	道（─）	
		13		
自由都市方面支援.データ.００４３		32	道（─）	
		13		
自由都市方面支援.データ.００４４		33	道（┐）	
		13		
自由都市方面支援.データ.００４５		33	道（│）	
		14		
自由都市方面支援.データ.００４６		33	道（└）	
		15		
自由都市方面支援.データ.００４７		34	箱	60
		15		
自由都市方面支援.データ.００４８		35	道（┌）	
		14		
自由都市方面支援.データ.００４９		35	道（┘）	
		15		
自由都市方面支援.データ.００５０		36	箱	70
		14		
自由都市方面支援.データ.００５１		37	道（─）	
		14		
自由都市方面支援.データ.００５２		38	箱	80
		14		
自由都市方面支援.データ.００５３		39	道（─）	
		14		
自由都市方面支援.データ.００５４		40	道（─）	
		14		
自由都市方面支援.データ.００５５		41	道（─）	
		14		
自由都市方面支援.データ.００５６		42	箱	90
		14		
自由都市方面支援.データ.００５７		43	道（─）	
		14		
自由都市方面支援.データ.００５８		44	箱	100
		14		
女の子モンスター迷宮	35			
	30			
女の子モンスター迷宮.データ.０００１		6	箱	1
		12		
女の子モンスター迷宮.データ.０００２		7	道（─）	
		12		
女の子モンスター迷宮.データ.０００３		8	道（─）	
		12		
女の子モンスター迷宮.データ.０００４		9	道（─）	15
		12		
女の子モンスター迷宮.データ.０００５		10	道（─）	
		12		
女の子モンスター迷宮.データ.０００６		11	道（─）	16
		12		
女の子モンスター迷宮.データ.０００７		12	道（─）	
		12		
女の子モンスター迷宮.データ.０００８		13	箱	20
		12		
女の子モンスター迷宮.データ.０００９		14	道（─）	
		12		
女の子モンスター迷宮.データ.００１０		15	道（─）	
		12		
女の子モンスター迷宮.データ.００１１		16	箱	30
		12		
女の子モンスター迷宮.データ.００１２		17	道（─）	
		12		
女の子モンスター迷宮.データ.００１３		18	道（─）	
		12		
女の子モンスター迷宮.データ.００１４		19	箱	40
		12		
女の子モンスター迷宮.データ.００１５		20	道（┌）	
		11		
女の子モンスター迷宮.データ.００１６		20	道（┘）	
		12		
女の子モンスター迷宮.データ.００１７		21	道（─）	
		11		
女の子モンスター迷宮.データ.００１８		22	箱	50
		11		
女の子モンスター迷宮.データ.００１９		23	道（─）	
		11		
女の子モンスター迷宮.データ.００２０		24	箱	60
		11		
女の子モンスター迷宮.データ.００２１		25	道（─）	
		11		
女の子モンスター迷宮.データ.００２２		26	箱	70
		11		
女の子モンスター迷宮.データ.００２３		27	道（─）	
		11		
女の子モンスター迷宮.データ.００２４		28	道（─）	
		11		
女の子モンスター迷宮.データ.００２５		29	箱	80
		11		
神々への挑戦１	25			
	30			
神々への挑戦１.データ.０００１		8	箱	1
		8		
神々への挑戦１.データ.０００２		9	道（─）	
		8		
神々への挑戦１.データ.０００３		10	道（─）	
		8		
神々への挑戦１.データ.０００４		11	道（─）	
		8		
神々への挑戦１.データ.０００５		12	箱	10
		8		
神々への挑戦１.データ.０００６		13	道（─）	
		8		
神々への挑戦１.データ.０００７		14	道（─）	
		8		
神々への挑戦１.データ.０００８		15	道（─）	
		8		
神々への挑戦１.データ.０００９		16	箱	20
		8		
神々への挑戦１.データ.００１０		17	道（─）	
		8		
神々への挑戦１.データ.００１１		18	道（─）	
		8		
神々への挑戦１.データ.００１２		19	道（─）	
		8		
神々への挑戦１.データ.００１３		20	箱	30
		8		
神々への挑戦１.データ.００１４		21	道（─）	
		8		
神々への挑戦１.データ.００１５		22	道（─）	
		8		
神々への挑戦１.データ.００１６		23	道（─）	
		8		
神々への挑戦１.データ.００１７		24	箱	80
		8		
政宗と黒部	67			
	30			
政宗と黒部.データ.０００１		2	箱	1
		13		
政宗と黒部.データ.０００２		3	道（─）	
		13		
政宗と黒部.データ.０００３		4	箱	2
		13		
政宗と黒部.データ.０００４		5	道（─）	
		13		
政宗と黒部.データ.０００５		6	箱	3
		13		
政宗と黒部.データ.０００６		7	道（─）	
		13		
政宗と黒部.データ.０００７		8	道（┌）	
		12		
政宗と黒部.データ.０００８		8	道（┘）	
		13		
政宗と黒部.データ.０００９		9	道（─）	
		12		
政宗と黒部.データ.００１０		10	箱	10
		12		
政宗と黒部.データ.００１１		11	道（┐）	
		12		
政宗と黒部.データ.００１２		11	道（└）	
		13		
政宗と黒部.データ.００１３		12	箱	20
		13		
政宗と黒部.データ.００１４		13	道（─）	
		13		
政宗と黒部.データ.００１５		14	道（┌）	
		12		
政宗と黒部.データ.００１６		14	道（┘）	
		13		
政宗と黒部.データ.００１７		15	箱	30
		12		
政宗と黒部.データ.００１８		16	道（─）	
		12		
政宗と黒部.データ.００１９		17	道（┐）	
		12		
政宗と黒部.データ.００２０		17	道（└）	
		13		
政宗と黒部.データ.００２１		18	箱	40
		13		
政宗と黒部.データ.００２２		19	道（┌）	
		12		
政宗と黒部.データ.００２３		19	道（┘）	
		13		
政宗と黒部.データ.００２４		20	道（─）	
		12		
政宗と黒部.データ.００２５		21	箱	50
		12		
政宗と黒部.データ.００２６		22	道（─）	
		12		
政宗と黒部.データ.００２７		23	道（┌）	
		11		
政宗と黒部.データ.００２８		23	道（┘）	
		12		
政宗と黒部.データ.００２９		24	道（┌）	
		10		
政宗と黒部.データ.００３０		24	箱	60
		11		
政宗と黒部.データ.００３１		24	道（└）	
		12		
政宗と黒部.データ.００３２		25	道（─）	
		10		
政宗と黒部.データ.００３３		25	道（┐）	
		12		
政宗と黒部.データ.００３４		25	道（└）	81
		13		
政宗と黒部.データ.００３５		26	箱	70
		10		
政宗と黒部.データ.００３６		26	道（─）	
		13		
政宗と黒部.データ.００３７		27	道（┌）	
		8		
政宗と黒部.データ.００３８		27	道（│）	
		9		
政宗と黒部.データ.００３９		27	道（┘）	
		10		
政宗と黒部.データ.００４０		27	箱	80
		13		
政宗と黒部.データ.００４１		28	道（─）	
		8		
政宗と黒部.データ.００４２		28	道（┌）	82
		12		
政宗と黒部.データ.００４３		28	道（┘）	
		13		
政宗と黒部.データ.００４４		29	道（┐）	
		8		
政宗と黒部.データ.００４５		29	箱	75
		9		
政宗と黒部.データ.００４６		29	道（│）	
		10		
政宗と黒部.データ.００４７		29	道（├）	
		11		
政宗と黒部.データ.００４８		29	道（┘）	83
		12		
政宗と黒部.データ.００４９		30	箱	90
		11		
政宗と黒部.データ.００５０		31	道（─）	
		11		
政宗と黒部.データ.００５１		32	道（─）	
		11		
政宗と黒部.データ.００５２		33	道（─）	
		11		
政宗と黒部.データ.００５３		34	道（─）	
		11		
政宗と黒部.データ.００５４		35	箱	100
		11		
政宗と黒部.データ.００５５		36	道（─）	
		11		
政宗と黒部.データ.００５６		37	道（─）	105
		11		
政宗と黒部.データ.００５７		38	道（─）	
		11		
政宗と黒部.データ.００５８		39	道（┌）	
		10		
政宗と黒部.データ.００５９		39	箱	110
		11		
政宗と黒部.データ.００６０		39	道（└）	
		12		
政宗と黒部.データ.００６１		40	道（─）	
		10		
政宗と黒部.データ.００６２		40	道（─）	130
		12		
政宗と黒部.データ.００６３		41	箱	120
		10		
政宗と黒部.データ.００６４		41	道（─）	
		12		
政宗と黒部.データ.００６５		42	道（─）	
		10		
政宗と黒部.データ.００６６		42	道（─）	135
		12		
政宗と黒部.データ.００６７		43	道（─）	
		10		
政宗と黒部.データ.００６８		43	道（─）	
		12		
政宗と黒部.データ.００６９		44	箱	125
		10		
政宗と黒部.データ.００７０		44	箱	136
		12		
政宗と黒部.データ.００７１		45	道（─）	
		10		
政宗と黒部.データ.００７２		45	道（─）	
		12		
政宗と黒部.データ.００７３		46	道（─）	
		10		
政宗と黒部.データ.００７４		46	箱	137
		12		
政宗と黒部.データ.００７５		47	道（─）	
		10		
政宗と黒部.データ.００７６		47	道（─）	
		12		
政宗と黒部.データ.００７７		48	箱	126
		10		
政宗と黒部.データ.００７８		48	箱	138
		12		
政宗と黒部.データ.００７９		49	道（─）	
		10		
政宗と黒部.データ.００８０		49	道（─）	
		12		
政宗と黒部.データ.００８１		50	道（┐）	
		10		
政宗と黒部.データ.００８２		50	道（├）	
		11		
政宗と黒部.データ.００８３		50	道（┘）	
		12		
政宗と黒部.データ.００８４		51	箱	140
		11		
政宗と黒部.データ.００８５		52	道（─）	
		11		
政宗と黒部.データ.００８６		53	道（─）	
		11		
政宗と黒部.データ.００８７		54	箱	150
		11		
政宗と黒部.データ.００８８		54	道（└）	
		12		
政宗と黒部.データ.００８９		55	道（─）	
		11		
政宗と黒部.データ.００９０		55	道（┐）	
		12		
政宗と黒部.データ.００９１		55	道（└）	
		13		
政宗と黒部.データ.００９２		56	箱	160
		11		
政宗と黒部.データ.００９３		56	箱	170
		13		
政宗と黒部.データ.００９４		57	道（─）	
		11		
政宗と黒部.データ.００９５		57	道（─）	
		13		
政宗と黒部.データ.００９６		58	箱	161
		11		
政宗と黒部.データ.００９７		58	箱	171
		13		
政宗と黒部.データ.００９８		59	道（─）	
		11		
政宗と黒部.データ.００９９		59	道（─）	
		13		
政宗と黒部.データ.０１００		60	箱	162
		11		
政宗と黒部.データ.０１０１		60	箱	172
		13		
政宗と黒部.データ.０１０２		61	道（─）	
		11		
政宗と黒部.データ.０１０３		61	道（─）	
		13		
政宗と黒部.データ.０１０４		62	箱	163
		11		
政宗と黒部.データ.０１０５		62	箱	173
		13		
精鋭をスカウト	18			
	30			
精鋭をスカウト.データ.０００１		8	箱	1
		11		
精鋭をスカウト.データ.０００２		9	道（─）	
		11		
精鋭をスカウト.データ.０００３		10	箱	2
		11		
精鋭をスカウト.データ.０００４		11	道（─）	
		11		
精鋭をスカウト.データ.０００５		12	箱	3
		11		
精鋭をスカウト.データ.０００６		13	道（─）	
		11		
精鋭をスカウト.データ.０００７		14	箱	4
		11		
全方面支援	50			
	30			
全方面支援.データ.０００１		5	箱	1
		10		
全方面支援.データ.０００２		6	道（─）	
		10		
全方面支援.データ.０００３		7	道（─）	
		10		
全方面支援.データ.０００４		8	道（┌）	
		9		
全方面支援.データ.０００５		8	道（┘）	
		10		
全方面支援.データ.０００６		9	箱	10
		9		
全方面支援.データ.０００７		10	道（─）	
		9		
全方面支援.データ.０００８		11	道（─）	11
		9		
全方面支援.データ.０００９		12	道（─）	12
		9		
全方面支援.データ.００１０		13	道（─）	
		9		
全方面支援.データ.００１１		14	箱	13
		9		
全方面支援.データ.００１２		15	道（─）	
		9		
全方面支援.データ.００１３		16	箱	15
		9		
全方面支援.データ.００１４		17	道（┌）	
		8		
全方面支援.データ.００１５		17	道（┘）	
		9		
全方面支援.データ.００１６		18	道（─）	
		8		
全方面支援.データ.００１７		19	道（─）	
		8		
全方面支援.データ.００１８		20	箱	20
		8		
全方面支援.データ.００１９		21	道（─）	
		8		
全方面支援.データ.００２０		22	道（─）	21
		8		
全方面支援.データ.００２１		23	道（─）	22
		8		
全方面支援.データ.００２２		24	箱	23
		8		
全方面支援.データ.００２３		25	道（─）	
		8		
全方面支援.データ.００２４		26	箱	25
		8		
全方面支援.データ.００２５		27	道（─）	
		8		
全方面支援.データ.００２６		28	道（┌）	
		7		
全方面支援.データ.００２７		28	道（┘）	
		8		
全方面支援.データ.００２８		29	道（─）	
		7		
全方面支援.データ.００２９		30	箱	30
		7		
全方面支援.データ.００３０		31	道（─）	31
		7		
全方面支援.データ.００３１		32	道（─）	
		7		
全方面支援.データ.００３２		33	道（─）	32
		7		
全方面支援.データ.００３３		34	箱	33
		7		
全方面支援.データ.００３４		35	道（─）	
		7		
全方面支援.データ.００３５		36	箱	35
		7		
全方面支援.データ.００３６		37	道（┐）	
		7		
全方面支援.データ.００３７		37	道（│）	
		8		
全方面支援.データ.００３８		37	道（└）	
		9		
全方面支援.データ.００３９		38	道（─）	
		9		
全方面支援.データ.００４０		39	箱	40
		9		
全方面支援.データ.００４１		40	道（┐）	
		9		
全方面支援.データ.００４２		40	道（└）	
		10		
全方面支援.データ.００４３		41	道（─）	42
		10		
全方面支援.データ.００４４		42	道（─）	
		10		
全方面支援.データ.００４５		43	道（┌）	
		8		
全方面支援.データ.００４６		43	箱	43
		9		
全方面支援.データ.００４７		43	道（┘）	
		10		
全方面支援.データ.００４８		44	道（┌）	
		7		
全方面支援.データ.００４９		44	道（┘）	
		8		
全方面支援.データ.００５０		45	箱	45
		7		
奪還／ゼス	34			
	30			
奪還／ゼス.データ.０００１		6	箱	1
		10		
奪還／ゼス.データ.０００２		7	道（─）	
		10		
奪還／ゼス.データ.０００３		8	道（─）	
		10		
奪還／ゼス.データ.０００４		9	道（─）	2
		10		
奪還／ゼス.データ.０００５		10	道（─）	
		10		
奪還／ゼス.データ.０００６		11	道（─）	3
		10		
奪還／ゼス.データ.０００７		12	道（─）	
		10		
奪還／ゼス.データ.０００８		13	箱	10
		10		
奪還／ゼス.データ.０００９		14	道（─）	
		10		
奪還／ゼス.データ.００１０		15	道（─）	12
		10		
奪還／ゼス.データ.００１１		16	道（┌）	
		9		
奪還／ゼス.データ.００１２		16	道（┘）	
		10		
奪還／ゼス.データ.００１３		17	道（─）	13
		9		
奪還／ゼス.データ.００１４		18	道（─）	
		9		
奪還／ゼス.データ.００１５		19	箱	20
		9		
奪還／ゼス.データ.００１６		20	道（─）	
		9		
奪還／ゼス.データ.００１７		21	道（─）	
		9		
奪還／ゼス.データ.００１８		22	箱	30
		9		
奪還／ゼス.データ.００１９		23	道（─）	
		9		
奪還／ゼス.データ.００２０		24	道（─）	
		9		
奪還／ゼス.データ.００２１		25	箱	40
		9		
奪還／ゼス.データ.００２２		26	道（─）	
		9		
奪還／ゼス.データ.００２３		27	道（─）	
		9		
奪還／ゼス.データ.００２４		28	箱	50
		9		
奪還／ヘルマン	35			
	30			
奪還／ヘルマン.データ.０００１		6	箱	1
		10		
奪還／ヘルマン.データ.０００２		7	道（─）	
		10		
奪還／ヘルマン.データ.０００３		8	道（─）	
		10		
奪還／ヘルマン.データ.０００４		9	道（─）	2
		10		
奪還／ヘルマン.データ.０００５		10	道（─）	
		10		
奪還／ヘルマン.データ.０００６		11	道（─）	3
		10		
奪還／ヘルマン.データ.０００７		12	道（─）	
		10		
奪還／ヘルマン.データ.０００８		13	箱	10
		10		
奪還／ヘルマン.データ.０００９		14	道（─）	
		10		
奪還／ヘルマン.データ.００１０		15	道（─）	12
		10		
奪還／ヘルマン.データ.００１１		16	道（┌）	
		9		
奪還／ヘルマン.データ.００１２		16	道（┘）	
		10		
奪還／ヘルマン.データ.００１３		17	道（─）	13
		9		
奪還／ヘルマン.データ.００１４		18	道（─）	
		9		
奪還／ヘルマン.データ.００１５		19	箱	20
		9		
奪還／ヘルマン.データ.００１６		20	道（─）	
		9		
奪還／ヘルマン.データ.００１７		21	道（─）	
		9		
奪還／ヘルマン.データ.００１８		22	箱	30
		9		
奪還／ヘルマン.データ.００１９		23	道（─）	
		9		
奪還／ヘルマン.データ.００２０		24	道（─）	
		9		
奪還／ヘルマン.データ.００２１		25	箱	40
		9		
奪還／ヘルマン.データ.００２２		26	道（─）	
		9		
奪還／ヘルマン.データ.００２３		27	道（─）	
		9		
奪還／ヘルマン.データ.００２４		28	箱	50
		9		
奪還／リーザス	35			
	30			
奪還／リーザス.データ.０００１		6	箱	1
		10		
奪還／リーザス.データ.０００２		7	道（─）	
		10		
奪還／リーザス.データ.０００３		8	道（─）	
		10		
奪還／リーザス.データ.０００４		9	道（─）	2
		10		
奪還／リーザス.データ.０００５		10	道（─）	
		10		
奪還／リーザス.データ.０００６		11	道（─）	3
		10		
奪還／リーザス.データ.０００７		12	道（─）	
		10		
奪還／リーザス.データ.０００８		13	箱	10
		10		
奪還／リーザス.データ.０００９		14	道（─）	
		10		
奪還／リーザス.データ.００１０		15	道（─）	12
		10		
奪還／リーザス.データ.００１１		16	道（┌）	
		9		
奪還／リーザス.データ.００１２		16	道（┘）	
		10		
奪還／リーザス.データ.００１３		17	道（─）	13
		9		
奪還／リーザス.データ.００１４		18	道（─）	
		9		
奪還／リーザス.データ.００１５		19	箱	20
		9		
奪還／リーザス.データ.００１６		20	道（─）	
		9		
奪還／リーザス.データ.００１７		21	道（─）	
		9		
奪還／リーザス.データ.００１８		22	箱	30
		9		
奪還／リーザス.データ.００１９		23	道（─）	
		9		
奪還／リーザス.データ.００２０		24	道（─）	
		9		
奪還／リーザス.データ.００２１		25	箱	40
		9		
奪還／リーザス.データ.００２２		26	道（─）	
		9		
奪還／リーザス.データ.００２３		27	道（─）	
		9		
奪還／リーザス.データ.００２４		28	箱	50
		9		
奪還／自由都市	35			
	30			
奪還／自由都市.データ.０００１		6	箱	1
		10		
奪還／自由都市.データ.０００２		7	道（─）	
		10		
奪還／自由都市.データ.０００３		8	道（─）	
		10		
奪還／自由都市.データ.０００４		9	道（─）	2
		10		
奪還／自由都市.データ.０００５		10	道（─）	
		10		
奪還／自由都市.データ.０００６		11	道（─）	3
		10		
奪還／自由都市.データ.０００７		12	道（─）	
		10		
奪還／自由都市.データ.０００８		13	箱	10
		10		
奪還／自由都市.データ.０００９		14	道（─）	
		10		
奪還／自由都市.データ.００１０		15	道（─）	12
		10		
奪還／自由都市.データ.００１１		16	道（┌）	
		9		
奪還／自由都市.データ.００１２		16	道（┘）	
		10		
奪還／自由都市.データ.００１３		17	道（─）	13
		9		
奪還／自由都市.データ.００１４		18	道（─）	
		9		
奪還／自由都市.データ.００１５		19	箱	20
		9		
奪還／自由都市.データ.００１６		20	道（─）	
		9		
奪還／自由都市.データ.００１７		21	道（─）	
		9		
奪還／自由都市.データ.００１８		22	箱	30
		9		
奪還／自由都市.データ.００１９		23	道（─）	
		9		
奪還／自由都市.データ.００２０		24	道（─）	
		9		
奪還／自由都市.データ.００２１		25	箱	40
		9		
奪還／自由都市.データ.００２２		26	道（─）	
		9		
奪還／自由都市.データ.００２３		27	道（─）	
		9		
奪還／自由都市.データ.００２４		28	箱	50
		9		
男の子モンスター迷宮	36			
	30			
男の子モンスター迷宮.データ.０００１		6	箱	1
		10		
男の子モンスター迷宮.データ.０００２		7	道（┐）	
		10		
男の子モンスター迷宮.データ.０００３		7	道（└）	15
		11		
男の子モンスター迷宮.データ.０００４		8	道（─）	
		11		
男の子モンスター迷宮.データ.０００５		9	道（┐）	16
		11		
男の子モンスター迷宮.データ.０００６		9	道（└）	
		12		
男の子モンスター迷宮.データ.０００７		10	箱	20
		12		
男の子モンスター迷宮.データ.０００８		11	道（─）	
		12		
男の子モンスター迷宮.データ.０００９		12	道（─）	
		12		
男の子モンスター迷宮.データ.００１０		13	箱	30
		12		
男の子モンスター迷宮.データ.００１１		14	道（─）	
		12		
男の子モンスター迷宮.データ.００１２		15	道（─）	
		12		
男の子モンスター迷宮.データ.００１３		16	箱	40
		12		
男の子モンスター迷宮.データ.００１４		17	道（─）	
		12		
男の子モンスター迷宮.データ.００１５		18	道（┌）	
		11		
男の子モンスター迷宮.データ.００１６		18	道（┘）	
		12		
男の子モンスター迷宮.データ.００１７		19	箱	50
		11		
男の子モンスター迷宮.データ.００１８		20	道（─）	
		11		
男の子モンスター迷宮.データ.００１９		21	箱	60
		11		
男の子モンスター迷宮.データ.００２０		22	道（─）	65
		11		
男の子モンスター迷宮.データ.００２１		23	道（─）	66
		11		
男の子モンスター迷宮.データ.００２２		24	箱	70
		11		
男の子モンスター迷宮.データ.００２３		25	道（─）	
		11		
男の子モンスター迷宮.データ.００２４		26	道（─）	
		11		
男の子モンスター迷宮.データ.００２５		27	箱	80
		11		
男の子モンスター迷宮.データ.００２６		28	道（─）	
		11		
男の子モンスター迷宮.データ.００２７		29	箱	90
		11		
地下から行こう／砦	23			
	30			
地下から行こう／砦.データ.０００１		3	箱	10
		3		
地下から行こう／砦.データ.０００２		4	道（─）	
		3		
地下から行こう／砦.データ.０００３		5	道（─）	
		3		
地下から行こう／砦.データ.０００４		6	箱	20
		3		
地下から行こう／砦.データ.０００５		7	道（┐）	
		3		
地下から行こう／砦.データ.０００６		7	道（└）	
		4		
地下から行こう／砦.データ.０００７		8	道（─）	
		4		
地下から行こう／砦.データ.０００８		9	箱	30
		4		
地下から行こう／砦.データ.０００９		10	道（─）	
		4		
地下から行こう／砦.データ.００１０		11	道（┌）	
		3		
地下から行こう／砦.データ.００１１		11	道（┘）	
		4		
地下から行こう／砦.データ.００１２		12	箱	40
		3		
地下から行こう／砦.データ.００１３		13	道（─）	
		3		
地下から行こう／砦.データ.００１４		14	道（─）	
		3		
地下から行こう／砦.データ.００１５		15	箱	50
		3		
地下から行こう／砦.データ.００１６		16	道（─）	
		3		
地下から行こう／砦.データ.００１７		17	道（┐）	
		3		
地下から行こう／砦.データ.００１８		17	道（└）	
		4		
地下から行こう／砦.データ.００１９		18	箱	60
		4		
地底のポピンズ	183			
	30			
地底のポピンズ.データ.０００１		4	箱	1
		13		
地底のポピンズ.データ.０００２		5	道（─）	
		13		
地底のポピンズ.データ.０００３		6	道（─）	
		13		
地底のポピンズ.データ.０００４		7	道（─）	
		13		
地底のポピンズ.データ.０００５		8	箱	10
		13		
地底のポピンズ.データ.０００６		9	道（─）	
		13		
地底のポピンズ.データ.０００７		10	道（─）	15
		13		
地底のポピンズ.データ.０００８		11	道（─）	
		13		
地底のポピンズ.データ.０００９		12	箱	20
		13		
地底のポピンズ.データ.００１０		13	道（─）	
		13		
地底のポピンズ.データ.００１１		14	道（─）	
		13		
地底のポピンズ.データ.００１２		15	箱	30
		13		
地底のポピンズ.データ.００１３		16	道（─）	
		13		
地底のポピンズ.データ.００１４		17	道（─）	
		13		
地底のポピンズ.データ.００１５		18	箱	40
		13		
地底のポピンズ.データ.００１６		19	道（─）	
		13		
地底のポピンズ.データ.００１７		20	道（─）	
		13		
地底のポピンズ.データ.００１８		21	箱	50
		13		
地底のポピンズ.データ.００１９		21	道（└）	
		14		
地底のポピンズ.データ.００２０		22	道（─）	
		13		
地底のポピンズ.データ.００２１		22	箱	60
		14		
地底のポピンズ.データ.００２２		23	道（┌）	51
		12		
地底のポピンズ.データ.００２３		23	道（┘）	
		13		
地底のポピンズ.データ.００２４		23	道（─）	
		14		
地底のポピンズ.データ.００２５		24	道（─）	52
		12		
地底のポピンズ.データ.００２６		24	箱	61
		14		
地底のポピンズ.データ.００２７		25	道（─）	53
		12		
地底のポピンズ.データ.００２８		25	道（─）	
		14		
地底のポピンズ.データ.００２９		26	道（┐）	
		12		
地底のポピンズ.データ.００３０		26	箱	54
		13		
地底のポピンズ.データ.００３１		26	道（┴）	
		14		
地底のポピンズ.データ.００３２		27	道（─）	
		14		
地底のポピンズ.データ.００３３		28	箱	100
		14		
地底のポピンズ.データ.００３４		29	道（─）	
		14		
地底のポピンズ.データ.００３５		30	箱	110
		14		
地底のポピンズ.データ.００３６		31	道（─）	
		14		
地底のポピンズ.データ.００３７		32	箱	115
		14		
地底のポピンズ.データ.００３８		33	道（─）	
		14		
地底のポピンズ.データ.００３９		34	箱	120
		14		
地底のポピンズ.データ.００４０		35	道（┌）	
		13		
地底のポピンズ.データ.００４１		35	道（┘）	
		14		
地底のポピンズ.データ.００４２		36	道（─）	
		13		
地底のポピンズ.データ.００４３		37	道（┌）	
		12		
地底のポピンズ.データ.００４４		37	道（┘）	
		13		
地底のポピンズ.データ.００４５		38	箱	200
		12		
地底のポピンズ.データ.００４６		39	道（─）	
		12		
地底のポピンズ.データ.００４７		40	道（─）	
		12		
地底のポピンズ.データ.００４８		41	箱	210
		12		
地底のポピンズ.データ.００４９		42	道（─）	
		12		
地底のポピンズ.データ.００５０		43	道（─）	
		12		
地底のポピンズ.データ.００５１		44	箱	220
		12		
地底のポピンズ.データ.００５２		44	道（└）	
		13		
地底のポピンズ.データ.００５３		45	道（─）	
		12		
地底のポピンズ.データ.００５４		45	道（┐）	
		13		
地底のポピンズ.データ.００５５		45	箱	221
		14		
地底のポピンズ.データ.００５６		46	道（─）	
		12		
地底のポピンズ.データ.００５７		46	道（─）	
		14		
地底のポピンズ.データ.００５８		47	道（┬）	
		12		
地底のポピンズ.データ.００５９		47	箱	222
		13		
地底のポピンズ.データ.００６０		47	道（┘）	
		14		
地底のポピンズ.データ.００６１		48	箱	280
		12		
地底のポピンズ.データ.００６２		49	道（─）	
		12		
地底のポピンズ.データ.００６３		50	道（─）	
		12		
地底のポピンズ.データ.００６４		51	道（─）	
		12		
地底のポピンズ.データ.００６５		52	箱	290
		12		
地底のポピンズ.データ.００６６		53	道（─）	
		12		
地底のポピンズ.データ.００６７		54	箱	295
		12		
地底のポピンズ.データ.００６８		55	道（─）	
		12		
地底のポピンズ.データ.００６９		56	道（┌）	
		10		
地底のポピンズ.データ.００７０		56	道（│）	
		11		
地底のポピンズ.データ.００７１		56	道（┘）	
		12		
地底のポピンズ.データ.００７２		57	箱	300
		10		
地底のポピンズ.データ.００７３		58	道（─）	
		10		
地底のポピンズ.データ.００７４		59	道（─）	
		10		
地底のポピンズ.データ.００７５		60	箱	310
		10		
地底のポピンズ.データ.００７６		61	道（─）	
		10		
地底のポピンズ.データ.００７７		62	道（─）	
		10		
地底のポピンズ.データ.００７８		63	箱	320
		10		
地底のポピンズ.データ.００７９		64	道（─）	
		10		
地底のポピンズ.データ.００８０		65	道（─）	
		10		
地底のポピンズ.データ.００８１		66	道（┌）	
		9		
地底のポピンズ.データ.００８２		66	箱	330
		10		
地底のポピンズ.データ.００８３		66	道（└）	
		11		
地底のポピンズ.データ.００８４		67	道（─）	
		9		
地底のポピンズ.データ.００８５		67	道（─）	
		11		
地底のポピンズ.データ.００８６		68	箱	340
		9		
地底のポピンズ.データ.００８７		68	箱	350
		11		
地底のポピンズ.データ.００８８		69	道（┐）	
		9		
地底のポピンズ.データ.００８９		69	道（├）	
		10		
地底のポピンズ.データ.００９０		69	道（┘）	
		11		
地底のポピンズ.データ.００９１		70	箱	360
		10		
地底のポピンズ.データ.００９２		71	道（─）	
		10		
地底のポピンズ.データ.００９３		72	道（─）	365
		10		
地底のポピンズ.データ.００９４		73	道（─）	
		10		
地底のポピンズ.データ.００９５		74	箱	370
		10		
地底のポピンズ.データ.００９６		75	道（─）	
		10		
地底のポピンズ.データ.００９７		76	道（─）	
		10		
地底のポピンズ.データ.００９８		77	箱	380
		10		
地底のポピンズ.データ.００９９		78	道（─）	
		10		
地底のポピンズ.データ.０１００		79	道（┐）	
		10		
地底のポピンズ.データ.０１０１		79	道（└）	
		11		
地底のポピンズ.データ.０１０２		80	道（─）	
		11		
地底のポピンズ.データ.０１０３		81	箱	400
		11		
地底のポピンズ.データ.０１０４		82	道（─）	
		11		
地底のポピンズ.データ.０１０５		83	箱	410
		11		
地底のポピンズ.データ.０１０６		84	道（─）	
		11		
地底のポピンズ.データ.０１０７		85	箱	415
		11		
地底のポピンズ.データ.０１０８		86	道（─）	
		11		
地底のポピンズ.データ.０１０９		87	箱	420
		11		
地底のポピンズ.データ.０１１０		88	道（┐）	
		11		
地底のポピンズ.データ.０１１１		88	道（└）	
		12		
地底のポピンズ.データ.０１１２		89	箱	500
		12		
地底のポピンズ.データ.０１１３		90	道（─）	
		12		
地底のポピンズ.データ.０１１４		91	道（─）	
		12		
地底のポピンズ.データ.０１１５		92	箱	510
		12		
地底のポピンズ.データ.０１１６		93	道（─）	
		12		
地底のポピンズ.データ.０１１７		94	道（─）	
		12		
地底のポピンズ.データ.０１１８		95	箱	520
		12		
地底のポピンズ.データ.０１１９		96	道（─）	
		12		
