クエストデータ																																											
string Node Prefix	string 物語	int 終了	string 背景	string 地名	string 音楽	string フラグ	string 画像Ａ	string 画像Ｂ	string 戦闘	string 処理	string 顔画像	string 説明	string 物語２	string 物語３	string コルルンサ	string 秘書任命	string 戦闘２	string 分岐	string 条件書換前	string ！条件書換前	string 割り込み	string 割り込み背景	string 秘書登録	string 物語４	string 物語５	string 物語６	string 物語７	string 物語８	string ムービー９	string 物語１０	string カード.values	string ムービー	string 戦闘４	string 条件書換後	string 条件	string ！条件	string ムービー８	string ワープ	string フラグ２	string フラグ３	string ！条件書換後	int デッキ編集	string 目的
自由都市１.１０１０.条件分岐.分岐前												戦闘＝・・・$※通常																								勝利							
自由都市１.１０１０.条件分岐.分岐右												戦闘＝勝利$※特殊																							勝利								
自由都市１.１０２０	２４０／４／レイ／戦闘後		その他	－－－	無音		穴草原	イベント印																																			
自由都市１.１０２０.選択分岐.分岐前											ランス	（ドキドキ$ちょいやばかった）																															
自由都市１.１１００	２４０／４／ランスの夜		Ｍランド	臨時首都　Ｍランド	フィールド／首都		Ｍランド	イベント印																																			
自由都市１.１１００.選択分岐.分岐前											ランス	さて、どうするか…																															
自由都市１.１１１０	２４０／４／接待２						ランス城寝室	エロイベント印																																			
自由都市１.１１１０.選択分岐.分岐前											ランス	ふぅ、すっきり																															
自由都市１.１１２０							Ｍランド	回復印		回復																																	
自由都市１.１１２０.選択分岐.分岐前			自由都市平原	自由都市	フィールド／自由都市						ランス	再度魔人退治に出かけるぞ$しゅっぱーつ																															
自由都市１.１１３０							街道１	"\"""																																			
自由都市１.１１３０.選択分岐.分岐左											ランス	出てこい雷野郎																															
自由都市１.１１３０.選択分岐.分岐前											ランス	次は勝つ$たぶん																															
自由都市１.１１３１								自動魔軍印	m00魔軍　自動																																		
自由都市１.１１３２							街道１	魔軍印	m22魔軍																																		
自由都市１.１１３３								自動モンスター印	m00平原　自動																																		
自由都市１.１１３４								自動モンスター印	m00平原　自動																																		
自由都市１.１１３５								自動モンスター印	m00平原　自動																																		
自由都市１.１１３６							街道１	女の子モンスター印	m00女Ｍ																																		
自由都市１.１１４０	２４０／４／魔人現れず		Ｍランド	臨時首都　Ｍランド	フィールド／首都		Ｍランド	イベント印																																			
自由都市１.１１４０.選択分岐.分岐前											コパンドン	ほなゆっくり休んでや																															
自由都市１.１１４５							Ｍランド	回復印		回復																																	
自由都市１.１１５０	２４０／４／魔軍の夜						Ｍランド	その頃印																																			
自由都市１.１１５０.選択分岐.分岐前											立て看板	数日が過ぎた…																															
自由都市１.１２００	２４０／４／会談１						Ｍランド	イベント印																																			
自由都市１.１２００.選択分岐.分岐前			都市／夜	小都市　ゴア							立て看板	その日の晩…																															
自由都市１.１２１０	２４０／４／会談２				ＡＤＶ／緊張		都市	イベント印																																			
自由都市１.１２１０.選択分岐.分岐前											ランス	さて…																															
自由都市１.１２２０	２４０／４／会談３						屋敷内	魔人印	m55レイ／Ｚ２																									勝利 音楽=フィールド／優勢							勝利 音楽=無音		
自由都市１.１２２０.条件分岐.分岐前												戦闘＝・・・$※通常																								勝利							
自由都市１.１２２０.条件分岐.分岐右												戦闘＝勝利$※特殊																							勝利								
自由都市１.１２３０	２４０／４／会談４				フィールド／陣地		屋敷内	イベント印																																			
自由都市１.１２３０.選択分岐.分岐前											ランス	くっくっく。正義は勝つのだ																															
自由都市１.１２４０	２４０／４／レイ逃亡		都市／夜	－－－			都市	その頃印																																			
自由都市１.１２４０.選択分岐.分岐前											メアリー	…………																															
自由都市１.１３００							Ｍランド	回復印		回復																																	
自由都市１.１３００.選択分岐.分岐前			Ｍランド	臨時首都　Ｍランド							立て看板	翌日																															
自由都市１.１３１０	２４０／５／魔軍						Ｍランド	その頃印																																			
自由都市１.１３１０.選択分岐.分岐前											コンバート	やったるでえー！																															
自由都市１.１３２０	２４０／５／少し時間がある				フィールド／首都		屋敷内	イベント印																																			
自由都市１.１３２０.選択分岐.分岐左											ランス	敵の情報を精査する$カチューシャ																															
自由都市１.１３２０.選択分岐.分岐右											ランス	味方の情報を精査する$セシル																															
自由都市１.１３３０	２４０／５／カチューシャ					カチューシャ展開＝１	ランス城寝室	エロイベント印																																			
自由都市１.１３３０.選択分岐.分岐前											ランス	がはははは、俺が一枚上手だったな																															
自由都市１.１３３１							Ｍランド	レア宝箱印		宝箱／レア																					Lv39 カチューシャ												
自由都市１.１３４０	２４０／５／セシル					セシルルート＝１	ランス城寝室	エロイベント印																																			
自由都市１.１３４０.選択分岐.分岐前											ランス	しまった……やりすぎた$まあ気持ちよかったし良いか																															
自由都市１.１３４１							Ｍランド	レア宝箱印		宝箱／レア																					Lv42 セシル												
自由都市１.１４００	２４０／５／司令部						Ｍランド	イベント印																																			
自由都市１.１４００.選択分岐.分岐前			野営地	戦場　セキガハラ	フィールド／陣地						ランス	いざ決戦の地$セキガハラへ																															
自由都市１.１４１０	２４０／５／セキガハラ布陣						野営地	イベント印																																			
自由都市１.１４１０.選択分岐.分岐前											ランス	内通者を見つけるぞ																															
自由都市１.１４２０							野営地	"\"""																																			
自由都市１.１４２０.選択分岐.分岐左											エレノア	エレノアを呼ぶ$（カスタム都市長）																															
自由都市１.１４２０.選択分岐.分岐前											コパンドン	コパンドンを呼ぶ$（コパ帝国都市長）																															
自由都市１.１４２０.選択分岐.分岐右											ビヨンホウ	ビヨンホウを呼ぶ$（ジフテリア都市長）																															
自由都市１.１４２１	２４０／５／エレノア面談					推理Ａ＝１	240ランスの面談	"\"""																																			
自由都市１.１４２１.選択分岐.分岐前											ランス	よし、では$次の尋問だ																															
自由都市１.１４２２	２４０／５／コパンドン面談					推理Ａ＝２	240ランスの面談	"\"""																																			
自由都市１.１４２２.選択分岐.分岐前											ランス	よし、では$次の尋問だ																															
自由都市１.１４２３	２４０／５／ビヨンホウ面談					推理Ａ＝３	240ランスの面談	"\"""																																			
自由都市１.１４２３.選択分岐.分岐前											ランス	よし、では$次の尋問だ																															
自由都市１.１４３０							野営地	"\"""																																			
自由都市１.１４３０.選択分岐.分岐左											パパデマス	パパデマスを呼ぶ$（ジオ都市長）																															
自由都市１.１４３０.選択分岐.分岐前											ペスポ	ペスポを呼ぶ$（ハンナ都市長）																															
自由都市１.１４３０.選択分岐.分岐右											パトリシア	パトリシアを呼ぶ$（アイス都市長）																															
自由都市１.１４３１	２４０／５／パパデマス面談					推理Ｂ＝１	240ランスの面談	"\"""																																			
自由都市１.１４３１.選択分岐.分岐前											ランス	よし、では$次の尋問だ																															
自由都市１.１４３２	２４０／５／ペスポ面談					推理Ｂ＝２	240ランスの面談	"\"""																																			
自由都市１.１４３２.選択分岐.分岐前											ランス	よし、では$次の尋問だ																															
自由都市１.１４３３	２４０／５／パトリシア面談					推理Ｂ＝３	240ランスの面談	"\"""																																			
自由都市１.１４３３.選択分岐.分岐前											ランス	よし、では$次の尋問だ																															
自由都市１.１４４０							野営地	"\"""																																			
自由都市１.１４４０.選択分岐.分岐左											セシル	セシルを呼ぶ$（自由都市軍団長）																															
自由都市１.１４４０.選択分岐.分岐前											篠田源五郎	篠田を呼ぶ$（軍師）																															
自由都市１.１４４０.選択分岐.分岐右											朝倉義景	朝倉を呼ぶ$（ＪＡＰＡＮ援軍）																															
自由都市１.１４４１	２４０／５／セシル面談					推理Ｃ＝１	240ランスの面談	"\"""																																			
自由都市１.１４４１.選択分岐.分岐前											ランス	面談終了$内通者は奴だな																															
自由都市１.１４４２	２４０／５／篠田面談					推理Ｃ＝２	240ランスの面談	"\"""																																			
自由都市１.１４４２.選択分岐.分岐前											ランス	面談終了$内通者は奴だな																															
自由都市１.１４４３	２４０／５／朝倉面談					推理Ｃ＝３	240ランスの面談	"\"""																																			
自由都市１.１４４３.選択分岐.分岐前											ランス	面談終了$内通者は奴だな																															
自由都市１.１４５０	２４０／５／面談終了						野営地	イベント印																																			
自由都市１.１４５０.選択分岐.分岐左											ランス	内通者は分かった$面談した３人の中に居る																															
自由都市１.１４５０.選択分岐.分岐前											立て看板	面談やり直し																															
自由都市１.１４５０.選択分岐.分岐右											ランス	うむ？？$内通者は居ない																															
自由都市１.１４５１							野営地	ワープ印																														１４２０					
自由都市１.１４６０	２４０／５／面談後１		野営地		フィールド／陣地		野営地	イベント印																																			
自由都市１.１４６０.選択分岐.分岐前											ミラクル	お手並み拝見といこう																															
自由都市１.１４７０	２４０／５／面談後２		野営地		フィールド／陣地	推理Ａ＝１	野営地	イベント印																																			
自由都市１.１４７０.選択分岐.分岐前											ランス	余計な時間を使ったな$寝るか																															
自由都市１.１４８０							野営地																																				
自由都市１.１４８０.選択分岐.分岐前			空／夜								立て看板	両軍、睨み合いのまま$一日が過ぎた…																															
自由都市１.１５００	２４０／５／開戦		戦場	戦場　セキガハラ	フィールド／戦場		戦場	イベント印																																			
自由都市１.１５００.選択分岐.分岐前											ランス	がはははは$死ねー雑魚どもー																															
自由都市１.１５０１								自動魔軍印	m11魔軍　自動																																		
自由都市１.１５０２								自動魔軍印	m11魔軍　自動																																		
自由都市１.１５０５							戦場	魔軍印	m22魔軍																																		
自由都市１.１５１０	２４０／５／戦況１						戦場	イベント印																																			
自由都市１.１５１５								自動魔軍印	m11魔軍　自動																																		
自由都市１.１５２０							戦場	"\"""																																			
自由都市１.１５２０.選択分岐.分岐前											ランス	手頃な敵を撃破だ！																															
自由都市１.１５２０.選択分岐.分岐右											ランス	大物が居るぞ$撃破だ！																															
自由都市１.１５３０							戦場	中ボス魔軍印	m22魔軍＋魔物隊長																																		
自由都市１.１５３１							戦場	食券ＵＰ印		食券																																	
自由都市１.１５３５								自動魔軍印	m11魔軍　自動																																		
自由都市１.１５３６							戦場	ＥＸＰ印		ＥＸＰ																																	
自由都市１.１５４０							魔軍野営地	魔軍印	m11魔軍																																		
自由都市１.１５５０	２４０／５／チューリップ活躍						戦場	その頃印																																			
自由都市１.１５５０.選択分岐.分岐前											マリア	チューリップ、最高！																															
自由都市１.１５５５								自動魔軍印	m00魔軍　自動																																		
自由都市１.１５６０	２４０／５／レイ活躍						戦場	その頃印																																			
自由都市１.１５６５								自動魔軍印	m00魔軍　自動																																		
自由都市１.１５６６								自動魔軍印	m11魔軍　自動																																		
自由都市１.１５７０							自由都市平原	"\"""																																			
自由都市１.１５８０	２４０／５／魔物将軍／戦闘前						戦場	中ボス魔軍印	m55魔物将軍																																		
自由都市１.１５８０.選択分岐.分岐前											香姫	仕留めました！																															
自由都市１.１５９０							戦場	勲章ＵＰ印		勲章																																	
自由都市１.１６００	２４０／５／戦況２						戦場	その頃印																																			
自由都市１.１６００.選択分岐.分岐前											コパンドン	内通者……！？　やば……																															
自由都市１.１６１０							戦場	魔軍印	m11魔軍																																		
自由都市１.１６１０.選択分岐.分岐左											ランス	いったん休憩																															
自由都市１.１６１０.選択分岐.分岐右											ランス	こっち																															
自由都市１.１６２０							野営地	回復印		回復																																	
自由都市１.１６３０								自動魔軍印	m00魔軍　自動																																		
自由都市１.１６３５								ＥＸＰ印		ＥＸＰ																																	
自由都市１.１６４０	２４０／５／ジフテリア軍						戦場	その頃印																																			
自由都市１.１６４０.条件分岐.分岐前												裏切り阻止に成功																							ビヨンホウが怪しい								
自由都市１.１６４０.条件分岐.分岐右												－－－																								ビヨンホウが怪しい							
自由都市１.１６５０	２４０／５／裏切り阻止				フィールド／優勢		戦場	その頃印																																			
自由都市１.１６６０	２４０／５／圧勝状態						戦場	イベント印																																			
自由都市１.１６６０.選択分岐.分岐前											ランス	さあ、仕上げといくぞ！																															
自由都市１.１６７０	２４０／５／レイ／戦闘前						戦場	魔人印	m55レイ／Ｃ				２４０／５／レイ／戦闘後																														
自由都市１.１６７０.選択分岐.分岐前											カオス	追え！　追って$奴の血肉を啜らせろ！																															
自由都市１.１６８０							戦場																																				
自由都市１.１６８０.選択分岐.分岐左											ランス	追い打ちだ$ひゃっほー																															
自由都市１.１６８０.選択分岐.分岐前											ランス	雑魚掃除は$俺様の仕事では無い																															
自由都市１.１６８１							戦場	魔軍印	m22魔軍／敗走																																		
自由都市１.１６８２							戦場	魔軍印	m22魔軍／敗走																																		
自由都市１.１６８３							戦場																																				
自由都市１.１６８３.選択分岐.分岐前			自由都市平原／夕方								ランス																																
自由都市１.１６９０							戦場	"\"""																																			
自由都市１.１６９０.選択分岐.分岐前			自由都市平原／夕方								ランス																																
自由都市１.１７１０	２４０／６／落ち武者狩り１			自由都市	フィールド／陣地		自由都市平原	その頃印		回復																																	
自由都市１.１７１０.選択分岐.分岐前											コパンドン	この喧嘩、うちらの勝ちや！																															
自由都市１.１７２０	２４０／６／写真の事						自由都市平原	イベント印																																			
自由都市１.１７３０	２４０／６／落ち武者狩り２						自由都市平原	その頃印																																			
自由都市１.１７３０.選択分岐.分岐前											フレイア	部下より発見報告$追い詰めるわ																															
自由都市１.１７３５							自由都市平原	戦果ＵＰ印		戦果																																	
自由都市１.１７３５.条件分岐.分岐左												カチューシャの様子を見る																							カチューシャ展開１								
自由都市１.１７３５.条件分岐.分岐右												－－－																							条件成立								
自由都市１.１７３６	２４０／６／カチューシャの様子					カチューシャ展開＝２	自由都市平原	イベント印																																			
自由都市１.１７３６.選択分岐.分岐前											ランス	危ない所だった																															
自由都市１.１７４０	２４０／６／ゴアの町		都市／夜	小都市　ゴア			都市	イベント印																																			
自由都市１.１７４０.選択分岐.分岐前											ランス	この町にいるはずだ$捜せ！																															
自由都市１.１７５０	２４０／６／レイ発見						都市	イベント印																																			
自由都市１.１７５０.選択分岐.分岐左						禁止グループランス以外					ランス	挑戦ルート：ランスだけで戦う																															
自由都市１.１７５０.選択分岐.分岐前											ランス	みんなで戦う																															
自由都市１.１７６０	２４０／６／みんなで戦う				フィールド／優勢		都市	魔人印	m55レイ／Ｄ集団																																		
自由都市１.１７７０							都市	難易度ＵＰ印		難易度																																	
自由都市１.１７８０	２４０／６／メアリー					レイ仲間ルート＝１	都市	イベント印																																			
自由都市１.１７８０.選択分岐.分岐前											レイ	…………																															
自由都市１.１７９０							都市	勲章ＵＰ印		勲章																																	
自由都市１.１８００			Ｍランド	臨時首都　Ｍランド			都市	レア宝箱印		宝箱／レア																					魔人 レイ												
																															Lv9 メアリー												
自由都市１.１８１０	２４０／６／その後の戦局	1					都市	その後の戦局																																			
自由都市１.２０００	２４０／６／一人で戦う					禁止グループランス以外	都市	イベント印																															達成／レイタイマン撃破＝５				
自由都市１.２０００.選択分岐.分岐前											シィル	どのランス様で戦います？$ん？																															
自由都市１.２０１０					フィールド／優勢	禁止グループ解除	都市	魔人印	m55レイ／Ｄソロ				２４０／２０／レイを倒す３																														
自由都市１.２０１０.選択分岐.分岐前											ランス	さすがに疲れた																															
自由都市１.２０２０							都市	難易度ＵＰ印		難易度																																	
自由都市１.２０３０							都市	勲章ＵＰ印		勲章																																	
自由都市１.２０４０							都市	レア宝箱印		宝箱／レア																																	
自由都市１.２０４５							都市	レア宝箱印		宝箱／レア																																	
自由都市１.２０４６							都市	レア宝箱印		宝箱／レア																																	
自由都市１.２０４７							都市	レア宝箱印		宝箱／レア																																	
自由都市１.２０５０	２４０／６／その後の戦局／レイ死亡	1					都市	その後の戦局																																			
自由都市１.２１００	２４０／７／裏切り成立		戦場		フィールド／危機		戦場	その頃印																																			
自由都市１.２１００.選択分岐.分岐前											コパンドン	ランスごめん$なんとか逃げて																															
自由都市１.２１１０	２４０／７／ランスの危機						戦場	イベント印																																			
自由都市１.２１１０.選択分岐.分岐前											ランス	なんだ$雲行きが怪しい																															
自由都市１.２１１２							戦場	魔軍印	m33魔軍																																		
自由都市１.２１１２.選択分岐.分岐前											クルックー	今すぐ$逃げて下さい																															
自由都市１.２１２０	２４０／７／ランス全滅	2					戦場	イベント印																																			
自由都市１.２２００	２４０／２０／レイを倒す						穴草原	イベント印																																			
自由都市１.２２００.選択分岐.分岐前											ランス	うむ、さすが俺																															
自由都市１.２２１０							穴草原	難易度ＵＰ印		難易度																																	
自由都市１.２２２０							穴草原	戦果ＵＰ印		戦果																																	
自由都市１.２２３０							穴草原	レア宝箱印		宝箱／レア																																	
自由都市１.２２３０.選択分岐.分岐前											ランス	さーてこの後はどうするか																															
自由都市１.２２４０	２４０／２０／レイ撃破後のＭランド		Ｍランド	臨時首都　Ｍランド	フィールド／首都		Ｍランド	イベント印																																			
自由都市１.２２４０.選択分岐.分岐前											ランス	そういやカチューシャから$誘いを受けていたのだ																															
自由都市１.２２４０.選択分岐.分岐右											ランス	絶好調だ$もう一体魔人を倒すぞ																															
自由都市１.２２５０							Ｍランド	回復印		回復																																	
自由都市１.２２５１	２４０／２０／カチューシャの接待					禁止グループランス以外	Ｍランド	エロイベント印																																			
自由都市１.２２５１.選択分岐.分岐前											ランス	悪い女の子は倒した後$１００発連続突っ込みの刑																															
自由都市１.２２５２		1				カチューシャ展開＝６	ランス城寝室	味方ボス印	m55カチューシャ				２４０／２０／カチューシャの接待／戦闘後																										禁止グループ解除				
自由都市１.２３００	２４０／２０／次の魔人						Ｍランド	イベント印																																			
自由都市１.２３００.選択分岐.分岐前			自由都市平原	自由都市	フィールド／自由都市						ランス	ロボを追跡だ																															
自由都市１.２３０１							街道１																																				
自由都市１.２３０２								自動魔軍印	m22魔軍　自動																																		
自由都市１.２３０３								自動魔軍印	m33魔軍　自動																																		
自由都市１.２３０４							魔軍野営地	中ボス魔軍印	m33魔軍																																		
自由都市１.２３０４.選択分岐.分岐前											マリア	お願い、ちゃんと動いてよ～……																															
自由都市１.２３１０	２４０／２０／工場発見		ワシントン花畑				ワシントン花畑	イベント印																																			
自由都市１.２３１０.選択分岐.分岐前			パイアール工場内	パイアール第２工場	フィールド／侵入	地形＝屋内					ランス	あの工場に突撃だ																															
自由都市１.２３１４								自動モンスター印	m11ＰＧ　自動																																		
自由都市１.２３１５							パイアール工場内	モンスター印	m11ＰＧ																																		
自由都市１.２３１５.選択分岐.分岐前											マリア	すごいココ$何この材質！																															
自由都市１.２３２０	２４０／２０／パイアール／戦闘前				フィールド／優勢		パイアール工場内	魔人印	m55パイアール／Ｘ				２４０／２０／パイアール／戦闘後																														
自由都市１.２３２０.選択分岐.分岐前											ランス	がはははは！　大勝利！																															
自由都市１.２３３０							パイアール工場内	難易度ＵＰ印		難易度																																	
自由都市１.２３３０.選択分岐.分岐前											コパンドン	うわっ難易度アップ$しらんで・・																															
自由都市１.２３４０	２４０／２０／その後の戦局	1				自由都市１／魔人２クリア＝１	都市	その後の戦局																																			
自由都市１.２４００	２４０／２０／レイを倒す２				フィールド／優勢		都市	イベント印																																			
自由都市１.２４００.選択分岐.分岐前											ランス	悪は滅びた。$がはははははは！																															
自由都市１.２４１０							都市	難易度ＵＰ印		難易度																																	
自由都市１.２４２０							都市	戦果ＵＰ印		戦果																																	
自由都市１.２４３０							都市	レア宝箱印		宝箱／レア																																	
自由都市１.２４４０	２４０／２０／レイ撃破後のＭランド		Ｍランド	臨時首都　Ｍランド			Ｍランド	イベント印																																			
自由都市１.２４４０.選択分岐.分岐前											ランス	遊園地で遊ぶ																															
自由都市１.２４４０.選択分岐.分岐右					フィールド／首都						ランス	絶好調だ$もう一体魔人を倒すぞ																															
自由都市１.２４５０	２４０／２０／コパンドンとユーティ	1					Ｍランド	イベント印																																			
自由都市１.２４６０							Ｍランド	ワープ印																														２３００					
自由都市１.２５００							魔軍野営地	魔軍印																																			
自由都市１.２５０１							魔軍野営地	魔軍印																																			
自由都市１.１９００							戦場	魔軍印																																			
自由都市１.１９０１							戦場	魔軍印																																			
自由都市１.１９０２							戦場	魔軍印																																			
自由都市１.１９０３							戦場	魔軍印																																			
自由都市１.１９０４							戦場	魔軍印																																			
自由都市１.１９０５							戦場	魔軍印																																			
自由都市１.１９０６							戦場	魔軍印																																			
自由都市１.１９０７							戦場	魔軍印																																			
自由都市１.１９０８							戦場	魔軍印																																			
自由都市１.１９０９							戦場	魔軍印																																			
自由都市１.１９１０							戦場	魔軍印																																			
自由都市１.１９１１							戦場	魔軍印																																			
自由都市１.１９１２							戦場	魔軍印																																			
自由都市２			Ｍランド	臨時首都　Ｍランド	フィールド／首都																																						
自由都市２.０００１	２４１／１／ヌヌハラ登場					自由都市地域	Ｍランド	イベント印																																			
自由都市２.０００１.選択分岐.分岐前											ヌヌハラ	ランス様の英雄譚$はじまり、はじまり																															
自由都市２.０００２	２４１／１／スタート					戦場＋チューリップ３号＝１	Ｍランド	イベント印																																			
自由都市２.０００２.選択分岐.分岐前			へっぽこ街道	へっぽこ街道	フィールド／自由都市						ランス	出発だー																															
自由都市２.００１０							へっぽこ街道	"\"""																																			
自由都市２.００１０.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００２０	２４１／１／マリア						へっぽこ街道	イベント印																																			
自由都市２.００２０.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００２２								自動モンスター印	m22平原　自動																																		
自由都市２.００２５							へっぽこ街道	モンスター印	m22平原																																		
自由都市２.００２５.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００３０	２４１／１／魔人パイアールの情報２						へっぽこ街道	イベント印																																			
自由都市２.００３０.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００３０.選択分岐.分岐右											チューリップ３号	ズゴゴゴゴ$キュルキュル																															
自由都市２.００３１								自動モンスター印	m11平原　自動																																		
自由都市２.００３２								自動モンスター印	m11平原　自動																																		
自由都市２.００３５							へっぽこ街道	モンスター印	m22ぷりょ																																		
自由都市２.００３５.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００４０	２４１／１／チューリップの威力						へっぽこ街道	魔軍印																																			
自由都市２.００４０.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ$スコン・・プスン																															
自由都市２.００５０	２４１／１／チューリップ故障						へっぽこ街道	イベント印																																			
自由都市２.００５０.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００５５							へっぽこ街道	モンスター印	m22平原																																		
自由都市２.００５５.選択分岐.分岐前											ランス	がはははは$これは便利だな																															
自由都市２.００５５.選択分岐.分岐右											マリア	がんばれ$私のチューリップ																															
自由都市２.００５６							へっぽこ街道	モンスター印	m22平原																																		
自由都市２.００５６.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００５７							へっぽこ街道	モンスター印	m22迷宮																																		
自由都市２.００５７.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００６０						戦場＋チューリップ３号＝０	へっぽこ街道	食券ＵＰ印		食券																																	
自由都市２.００６０.選択分岐.分岐前											チューリップ３号	ゴゴゴゴゴ																															
自由都市２.００７０	２４１／１／ＰＩ３／戦闘前						へっぽこ街道	魔人印	m55ＰＩ３				２４１／１／ＰＩ３／戦闘後																														
自由都市２.００７０.選択分岐.分岐前											ランス	奴らの戦力は分かった$町に戻るぞ																															
自由都市２.０１００	２４１／２／科学力の差		Ｍランド	臨時首都　Ｍランド	フィールド／首都		Ｍランド	イベント印																																			
自由都市２.０１００.選択分岐.分岐前											ランス	戦車はマリアに$任せてご休憩だ																															
自由都市２.０１０５							ランス城寝室	回復印		回復																																	
自由都市２.０１０５.選択分岐.分岐前											立て看板	一方、その頃……																															
自由都市２.０１１０	２４１／２／クルックーの告げ口						Ｍランド	その頃印																																			
自由都市２.０１１０.選択分岐.分岐前											クルックー	………………																															
自由都市２.０１２０	２４１／２／ミルのエロ						ランス城寝室	エロイベント印																																			
自由都市２.０１２０.選択分岐.分岐前											ランス	今の気分としては$おっぱい分が欲しい																															
自由都市２.０１２５							Ｍランド	レア宝箱印		宝箱／レア																					Lv43 志津香												
																															Lv43 ナギ												
																															Lv34 ミル												
自由都市２.０１２５.選択分岐.分岐前											ランス	・・・ぐぬぬ																															
自由都市２.０１３０	２４１／２／作戦会議						Ｍランド	イベント印																																			
自由都市２.０１３０.選択分岐.分岐前			街道１	自由都市	フィールド／自由都市						ランス	ふむふむ（説明を聞いた）																															
自由都市２.０１５０							街道１	？？？印													道中サブ	街道１																					
自由都市２.０１５５								自動モンスター印	m11平原　自動																																		
自由都市２.０１６０							街道１																																				
自由都市２.０１６０.選択分岐.分岐前											子供ナギ	ぼんばーーーっ！																															
自由都市２.０２００	２４１／２／ワシントン花畑		ワシントン花畑	ワシントン花畑	フィールド／僻地昼	地形＝花畑	ワシントン花畑	イベント印																																			
自由都市２.０２００.選択分岐.分岐前											シィル	確かにこの音、気になりますね																															
自由都市２.０２１０	２４１／２／大人と子供						ワシントン花畑	イベント印																																			
自由都市２.０２１０.選択分岐.分岐前											リセット	りんりんりりーん♪																															
自由都市２.０２２０							ワシントン花畑	"\"""																																			
自由都市２.０２２０.選択分岐.分岐左											子供ナギ	モンスター発見！$撃てーっ！																															
自由都市２.０２２０.選択分岐.分岐右											子供志津香	面倒は無しよ																															
自由都市２.０２２１							ワシントン花畑	モンスター印	m11霊体																																		
自由都市２.０２３０							ワシントン花畑	"\"""																																			
自由都市２.０２４０							ワシントン花畑	中ボス印	m55中ボスＣ／弱																																		
自由都市２.０２４０.選択分岐.分岐左											ミル	お花よりケーキが良いな																															
自由都市２.０２４０.選択分岐.分岐前											あてな２号	かぶとむしが良いれす																															
自由都市２.０２５０							ワシントン花畑	トラップ		ダメージ　１０																																	
自由都市２.０２６０							ワシントン花畑	モンスター印	m11霊体																																		
自由都市２.０２６５	２４１／２／魔軍の様子						ワシントン花畑	その頃印																																			
自由都市２.０２６５.選択分岐.分岐前											香姫	皆さん大丈夫ですか？																															
自由都市２.０２７０							ワシントン花畑	女の子モンスター印	m22ハチ女集団																																		
自由都市２.０３００	２４１／２／工場発見		パイアール工場内	パイアール第２工場	フィールド／侵入	地形＝屋内	000パイアール工場	イベント印																																			
自由都市２.０３１０	２４１／２／工場内						パイアール工場内	イベント印																																			
自由都市２.０３１０.選択分岐.分岐前											ランス	まあいい。案内せい																															
自由都市２.０３２０							パイアール工場内																																				
自由都市２.０３３０	２４１／２／初ＰＧ／戦闘前						パイアール工場内	モンスター印	m55ＰＧ／ボス				２４１／２／初ＰＧ／戦闘後																														
自由都市２.０３４０	２４１／２／隔壁						パイアール工場内	イベント印																																			
自由都市２.０３４０.選択分岐.分岐左											ランス	上の階に進む																															
自由都市２.０３４０.選択分岐.分岐右											ランス	隔壁右の通路に進む																															
自由都市２.０３５０							パイアール工場内																																				
自由都市２.０３６０							パイアール工場内	回復印		回復																																	
自由都市２.０３６５							パイアール工場内	アイテムＵＰ印		アイテムＵＰ																																	
自由都市２.０３７０	２４１／２／コンピューター						コンピュータールーム	イベント印																																			
自由都市２.０３７０.選択分岐.分岐前											ランス	よしよし、隔壁が開いたな																															
自由都市２.０３８０	２４１／２／肉塊						241肉塊	"\"""																																			
自由都市２.０３８０.選択分岐.分岐前											キバ子	（これ食べない？$　肉ぅ…じゅるり）																															
自由都市２.０３９０							パイアール工場内																																				
自由都市２.０４００	２４１／２／ファナック／戦闘前						パイアール工場内	中ボス印	m55ファナック				２４１／２／ファナック／戦闘後																														
自由都市２.０４１０							パイアール工場内	戦果ＵＰ印		戦果																																	
自由都市２.０４２０	２４１／２／パイアール					地形＝戻し	パイアール工場内	イベント印																																			
自由都市２.０４２０.選択分岐.分岐前			自由都市平原	自由都市							ランス	ちっ、一旦引き上げだ																															
自由都市２.０５００			Ｍランド	臨時首都　Ｍランド	フィールド／首都		Ｍランド	回復印		回復																																	
自由都市２.０５００.条件分岐.分岐前												－－－																							条件成立								
自由都市２.０５００.条件分岐.分岐左												カチューシャを調べている$セラクロラス(大人)が居る																							カチューシャ展開２とセラクロ大人								
自由都市２.０５００.条件分岐.分岐右												セシルを調べている																							セシルルート１								
自由都市２.０５１０	２４１／３／カチューシャその後						Ｍランド	イベント印																																			
